,id,sentiment_score,tfidf_score,clean,comments,sentiment_rate,prediction,actual
466,3992208,"[1.1208047462057888, 1.1682540827819132, -0.9897706639538956, -1.5801545411429476, -1.3288452557710495, -1.5519981440155772, -1.3934687581998322]","[2.8951657990506554, 3.0758153735372797, 3.88745738862312, 4.255058341239998, 6.967140805870146, 6.089149999083537, 4.299491812410533]",good experience parking bit tricky otherwise problem,"good experience.  parking was a bit tricky; otherwise, no problems.",-28.43290062,0,1
467,3992208,"[1.0593362231572228, 1.0722761332943858, -1.1340016662858377, 1.26268969548639, 1.1977222307183566, 1.0143626294672785, 1.1238035977270397, -1.0713082982206985, -1.0463752173181269, 1.038332585462533, -1.2359642604716699, 1.1252580652040467, -1.0276742396396292, 1.1104138195317113, 1.129606363385342, 1.1238035977270397, -1.1531951671729075, 1.0336708672643065, 1.441317137398853, -1.2789175569152196, 1.3522085539569262, 1.1658587721802576, 1.1225970827921299, 1.1213177276290829, 1.26268969548639, -1.112456955392227, 1.0497017541947085, 0.9781220035948588, -1.0532783822969887, 0.9922267597607847, 1.0772770285763273, 0.9870311989664144, 0.9782225513443265, 1.0600787783224532, -1.5369027307464744, 1.0715667789791763, 1.1850688108256506, 1.0600787783224532, 1.086874706884319, -0.9960478177042039, 1.0583914978040385, -1.1283539068261896, 1.2279439463682977, 1.1242888157443813, 1.26268969548639, 1.326955312492397, -1.1340016662858377]","[3.1237211374177614, 4.232379828021328, 10.302856191239197, 5.974608682083084, 2.895372410621639, 2.5089250328387185, 10.00642430262431, 4.2187050691183625, 5.844575276179544, 3.6114057982847485, 4.5714518218873135, 3.786313048639476, 4.268019235512238, 4.369627231903553, 1.9963179150927937, 10.00642430262431, 5.311513510966671, 5.029926363782387, 6.6840145499542265, 5.66126801206083, 6.359353474261358, 4.9502196211716445, 4.26965122281856, 3.4609466110455362, 5.974608682083084, 4.304975901244738, 3.3757405488453753, 2.9904656493969153, 5.11273855066942, 4.963206816698456, 3.524200641622, 3.4395332872382944, 3.699301671649846, 4.442731636112964, 4.559377031931023, 3.8269147199131637, 4.799993683771206, 4.442731636112964, 2.0887563393904984, 3.9708026552906537, 5.66291139780456, 2.35382209131815, 2.894236574885915, 2.660213310384459, 5.974608682083084, 3.65152331936974, 10.302856191239197]",get meet sean place perfect u husband 2 kid stayed look exactly picture went boston husband huge red sox fan course wanted see city place 5 minute walk le fenway lot walking distance apartment never go far apartment clean check smooth would definitely recommend place thanks sean ,"we did not get to meet sean but this place was perfect for us. my husband, 2 kids, and myself stayed here and it looks exactly as it does in the pictures. we went to boston because my husband is a huge red sox fan and of course, we wanted to see the city. this place is about a 5 minute walk (or less) to fenway. there is a lot in walking distance of the apartment. so we never had to go far. the apartment was clean and check in was smooth. i would definitely recommend this place! thanks again, sean! ",91.84724066,1,1
468,3992208,"[-1.7982430086405683, -1.5047391896797777, 0, 1.2483702642417305, -1.0695295313764035, 1.0722761332943858, 1.0143626294672785, -1.0326295377659505, -1.7982430086405683, -1.3953838799434624, -0.9709453804461411, 1.0295377396807488, -1.0751220381254112, 1.0600787783224532, 1.0722761332943858, 1.2483702642417305, 1.2458463266281823, -1.0695295313764035, -1.3042468741743334, -1.0871369190613203, 1.0600787783224532, -1.7499231322040147, -1.9266481297354494, 1.1600448784924657, -1.2070034390161901, -1.3625394074455512, -1.766934700998898, -1.1214074715653168, -1.240987545423644, -0.982581784204911, -1.630890237570567, -1.0610904699980812, -1.0685162062344313, -1.4438521966531621, -1.4752815820437228, -1.2656863918868246, 1.3214123444369628, -0.9848850082538081, -1.7301649419368244, -1.1274120627205129, 0, 1.1208047462057888, 1.086874706884319, -1.3129567170255458, 1.0600787783224532, -3.5093050626063023, -1.3934771107333055, 1.0131228654658997, -1.3027987794965898, -3.87813434213141, -1.1066163073029218, -1.3710449112974723, 0, -1.0024967684733956, -0.9697937585650495, -1.1987491588572632, -3.87813434213141, -2.6145511813528826]","[12.04670564907754, 6.441874497949361, 11.379939099210782, 4.299984395191362, 6.596309784551562, 8.464759656042656, 2.5089250328387185, 4.232379828021328, 12.04670564907754, 8.311886164077166, 4.519275427762495, 3.959360193799981, 4.242660661950396, 6.664097454169447, 8.464759656042656, 4.299984395191362, 1.851617835159555, 6.596309784551562, 5.71351241109835, 4.432482453377093, 6.664097454169447, 7.004182077550496, 8.335416661487358, 2.884582602403719, 3.3760746617786537, 8.288896645852466, 8.335416661487358, 5.308047302990185, 4.0287808727800885, 4.9200346448332475, 3.3353128194434447, 2.372388332668417, 3.5059607196062808, 6.485837621370478, 4.616631724594518, 4.266389907249549, 2.9075340905846785, 4.816789040080047, 8.740881769595523, 3.320820966175006, 11.379939099210782, 2.8951657990506554, 2.0887563393904984, 6.3110348969905505, 6.664097454169447, 9.77050118677668, 7.477966429636138, 6.609254474745117, 5.1032956098691376, 19.54100237355336, 4.91068878241501, 7.562226773253877, 10.281326810542673, 4.581998686235851, 4.146122734907749, 4.970586923996079, 19.54100237355336, 9.077354006216737]",rather disappointed accommodatiion host even meet u left rather complicated instruction access key apartment meet host stay even hear getting apartment somewhat shabby really like image indicated showed small corner one room kitchen tiny although quite well equipped badly needed redecoration good clean addition apartment backed onto yard three dumpster 4 occasion awakened early morning noise dumpster emptied,"we were rather disappointed with this accommodatiion. the host did not even meet us, but left rather complicated instructions to access the keys to the apartment.  we did not meet the host at all during our stay, or even hear from him as to how we were getting on.  the apartment was somewhat shabby, and not really like the image indicated, as this only showed a small corner of one room.  the kitchen was tiny, and although quite well equipped, it badly needed redecoration and a good clean. in addition, the apartment backed onto a yard with three dumpsters, and on 4 occasions we were awakened early in the morning by the noise of the dumpsters being emptied.",-422.3132573,0,0
469,3992208,"[-1.5950731882337323, 1.1685565113253995, 0.9929405317715653, 1.0600787783224532, 0.9922267597607847, -1.2326064245414536, -1.4620370944478418, -1.2018633690636007, -1.2481896124804757, -1.6705851068134534, -1.2560050214311824, -1.4934148492175126, -1.202253875947186, -1.2606508086668042, 1.4504593141698352, -1.1340016662858377, 1.2112978914922499, -1.6592502761210388, 1.0439015870188726, 1.1213177276290829, -0.9709453804461411, 0, -1.1795121813368872, -1.0751220381254112, -1.011180170574308, 1.1360643009905433, 1.2721912427452897, -1.1412782084360353, -1.2063350755617988, 1.0772770285763273, -1.1328801161998243, -1.2075763594753126, 1.1705780943580026, 1.2111904628385115, -1.9826966536184265, -1.163653249923783, 1.0265031489210286, 1.0336708672643065, 1.441317137398853, 0.9351014599263732, -1.4628454025055673, -1.0198793981377894, -1.2640092423045763, -1.1326660838371636, -1.196775511187608, 1.0143626294672785, -1.345564738628689, -1.2175138465016937, -1.224734837282649, -1.1066163073029218, -1.2234745276640087, -0.9973831256891891, -1.1326660838371636, -1.583159994662721, -1.2656863918868246, -1.240987545423644, -1.1367724580994034, -1.1340016662858377, -1.271284556241608, -1.0713082982206985, -1.4020367593323533, -1.371554060930659, 0.9772084615411855, -2.324423615381936, -1.6758997146254164, -1.3277170653845423, -1.2786710111558879, 1.1171678274618146, 1.129606363385342, -1.067882784124302, -1.309774918783409, 1.2059776169768928, -1.6826682960278978, -1.224734837282649, 0, -1.4020367593323533, -2.324423615381936, 1.1658587721802576, -1.7334900339719914, -1.345564738628689, -1.224734837282649, -1.3277170653845423, -1.2502908309208274, 1.2187674798745591, -1.1326660838371636, 1.102412724836383, -1.2050827582230434, 1.3214123444369628, 1.0705501647930176, -1.112456955392227, -1.2234745276640087, -1.204081551529394, -1.2560050214311824, -1.3998861509659666, -1.136793999787846, -1.5899604969748076, -3.87813434213141, -1.2875686596971891, -1.2062526720727682, -1.6459065854667039, 1.165692522557035, -1.0685162062344313, -1.240987545423644, -1.1283539068261896, 1.2112978914922499, -1.1274120627205129, -1.630890237570567, -1.1283539068261896, 1.1242888157443813, -1.1066163073029218, -1.2234745276640087, 1.2458463266281823, -1.1283539068261896, -1.2656863918868246, -1.4481113033175608, 1.1849319694115905, -1.2606508086668042, 1.26268969548639, 1.2721912427452897, 0, -1.1283539068261896, -1.524456966964044]","[7.145832594613522, 4.5648475050920645, 4.529812933065282, 2.221365818056482, 4.963206816698456, 4.882410245438519, 6.800086721206981, 5.736260548624286, 4.556652976855094, 6.592447356428736, 9.398168840841134, 7.428695380629355, 5.431904110030136, 13.673288633881556, 4.740063265384246, 10.302856191239197, 6.078727523343642, 5.536394682179422, 3.7485074346338765, 3.4609466110455362, 4.519275427762495, 9.23987293571451, 7.182737151548974, 4.242660661950396, 4.841799275443112, 2.1063892138367146, 3.5720769090289695, 4.23041480479127, 4.618945201624049, 3.524200641622, 6.066733120168995, 4.836746937016383, 4.3319871897353615, 4.195689093417441, 7.190284357184356, 3.2768986443002746, 6.470967458891026, 5.029926363782387, 6.6840145499542265, 5.928900645645081, 8.222938678060668, 4.630007905422213, 4.2823902485959895, 9.241959576940523, 5.948402888876522, 2.5089250328387185, 9.376951793187505, 4.9130170721746005, 15.941493027321101, 9.82137756483002, 11.961874735467475, 3.8758229083563913, 9.241959576940523, 5.711783802197732, 8.532779814499097, 8.057561745560177, 5.074576637520126, 10.302856191239197, 5.7723004851074835, 4.2187050691183625, 11.061228638527846, 5.123229824769955, 4.334162522331271, 14.489545084936852, 5.467788358822525, 10.80210666861932, 5.893069626118154, 7.978741717548626, 1.9963179150927937, 3.234534489543325, 3.7673551348948617, 4.9192524781918845, 9.182714521874562, 15.941493027321101, 11.379939099210782, 11.061228638527846, 14.489545084936852, 4.9502196211716445, 7.062450985674471, 9.376951793187505, 15.941493027321101, 10.80210666861932, 6.73554820006941, 3.8794096138154868, 9.241959576940523, 2.478776860031267, 5.491061140877901, 2.9075340905846785, 3.4506325776969966, 4.304975901244738, 11.961874735467475, 7.363556078458393, 9.398168840841134, 6.588289346280073, 5.764987838261197, 7.345698461058387, 9.77050118677668, 5.911878958075651, 3.9545812121836303, 8.311886164077166, 2.7163970114594074, 3.5059607196062808, 8.057561745560177, 9.4152883652726, 6.078727523343642, 3.320820966175006, 3.3353128194434447, 9.4152883652726, 2.660213310384459, 9.82137756483002, 11.961874735467475, 1.851617835159555, 9.4152883652726, 8.532779814499097, 7.182737151548974, 4.366023624400254, 13.673288633881556, 1.991536227361028, 3.5720769090289695, 11.379939099210782, 9.4152883652726, 4.387842671794894]",fell love view apartment fenway window promised expectation pretty low going realized basic budget accommodation sean helpful different question city instruction obtaining lockbox key clear location great building old lot character came town friend mine night catch red sox game understood large enough bed accommodate u since say 1 4 people arrived bed seemed quite small asked sean told 2 mattress top take apart thought sheet closet explored boston day didnt return til 1 ampulling mattress apart wanted tired since 1 sheet decided cozy bed comfortable slept well around 5 people alley going glass bottle trash dumpster loud sure happens time kitchen small would helpful needed one would recommend 4 people stay would quite cramped looking budget place great viewthis would work ,i fell in love with the view of this apartment. fenway out the window as promised. my expectations were pretty low going in because i realized it was very basic budget accommodations. sean was helpful with the different questions i had about the city. the instructions for obtaining lockbox key were very clear. the location is great and the building old and had a lot of character. i came to town with a friend of mine for the night to catch the red sox game. we understood it to have a large enough bed to accommodate us since it says 1 to 4 people. when we arrived the bed seemed quite small. when i asked sean about it he told me that there was 2 mattresses on top of each other and to take them apart and he thought that there were sheets in the closet for both  ( there were not) we had explored boston all day and didn't return til 1 am..pulling a mattress apart was not what i wanted to do. we were so tired and since there was only 1 sheet we decided to just be very cozy. the bed was comfortable and we slept well until around 5 am when people were down in the alley going through glass bottles in the trash dumpsters which was very loud. (not sure if that happens all the time) the kitchen is small but would be helpful if you needed one. i would not recommend having 4 people stay as it would be quite cramped ( but if you are looking for a budget place with a great view..this would work.  ),-730.6932188,0,1
470,3992208,"[-1.1340016662858377, 1.0797777787010978, 1.0143626294672785, -0.9973831256891891, 1.0172424308295704, 1.2112978914922499, 1.029078652550907, 0, 0, 0, -1.2614268316783168, 1.632793425726777, -1.2678592361819603, 2.2614764763497006, 1.1422006065513444, -1.38125951124056, -1.1317282322593303, -1.16927702942869, 1.3758582465251363, -1.240987545423644, -1.2063350755617988, -1.1562735650717213, -1.1412782084360353, -2.039341232625161, -1.4020367593323533, 1.26268969548639, 1.0768319287136807, -1.6371038947519423, -1.2497672906416373, 0, -3.0545814234883597, -1.5536702503722748, -1.5056509062828742, -4.742277986329753, -1.1326660838371636, -1.1206173730619313, -1.1670460473881334, -1.2618645879443287, -1.7444622018977542, -1.3070022248029263, -1.5854932696757584, -1.332976041537787, 1.26268969548639, -1.682012189885086, -1.3927793414746785, -1.6958697206098674, -1.5255608750442902, -2.2761137392931534, -2.7249704123714236, -1.4942603599302673, -1.3393107542521554, -1.1224175317934026, 0, 1.1238035977270397, -0.9973831256891891, 1.038332585462533, 1.0497017541947085, 1.1171678274618146, 0, -1.2720840875663215, 1.0705501647930176, -1.028847649428987, -1.1837110260074175, 1.26268969548639, -1.1942736062949009, -1.8031030965631747, -1.0326295377659505, -1.199734540434055, -1.0751220381254112, -1.3900454047098112, -1.3990383528426522, -1.582249760666311, -1.0172794378821233, -1.2133007537771412, -1.878739361512716, 1.1387928787023034, -1.3910752632314212, 1.0091955676828341, -1.424429361982846, 1.1226519917064541, -1.2130343470758602, -1.8333698965375218, -1.205927803718983, -1.1340016662858377, -1.0629138273606575, -1.4484520452214884, -1.38125951124056, -1.323127513973882, 0.9744631032395502, 0.9744631032395502, -1.5207280423227552, -1.2018633690636007, 1.6118125153279033, 2.2892162668048917, -1.2070034390161901, 1.2821322578794683, 0, -1.0610904699980812, -1.437600444299314, -1.90429329282473]","[10.302856191239197, 4.309639891043364, 2.5089250328387185, 7.751645816712783, 3.8250805781701063, 3.039363761671821, 4.3966126333815705, 11.379939099210782, 11.379939099210782, 11.379939099210782, 7.691059645096845, 8.102794366218605, 5.613181825393192, 10.281326810542673, 4.138931046234405, 9.140696138031753, 5.488294887385011, 5.107062092664615, 4.082848094050364, 4.0287808727800885, 4.618945201624049, 5.589978928313529, 4.23041480479127, 8.854210454902526, 5.530614319263923, 5.974608682083084, 4.241469003418117, 7.978741717548626, 5.101417675044938, 10.974473991102618, 9.028563842047305, 7.703638427303706, 6.079124852464158, 10.281326810542673, 3.080653192313508, 5.681169166378125, 4.330250324339978, 6.973219851946529, 8.335416661487358, 8.102794366218605, 6.349501177818347, 6.697807872086562, 5.974608682083084, 7.244772542468426, 4.325489441077842, 8.38420682565679, 6.9979124645369, 9.77050118677668, 9.588179629982728, 6.931422723268067, 7.448113466486456, 5.447693911762771, 9.993644738090891, 5.003212151312155, 7.751645816712783, 3.6114057982847485, 3.3757405488453753, 7.978741717548626, 11.379939099210782, 6.847339606057526, 3.4506325776969966, 4.582556877710015, 6.815590907742946, 5.974608682083084, 4.988859857672811, 8.740881769595523, 4.232379828021328, 7.11024164951082, 4.242660661950396, 5.809688017179103, 6.46728421347473, 7.703638427303706, 4.980512563796049, 7.428695380629355, 8.777249413766398, 5.362563170318299, 5.768637477348746, 4.385547513569098, 6.255975119807523, 3.154302141794926, 7.182737151548974, 8.639099075285582, 7.438357291541092, 10.302856191239197, 6.75988030072894, 5.3735859396090495, 9.140696138031753, 6.3110348969905505, 9.627940303347252, 9.627940303347252, 5.58388134844541, 5.736260548624286, 5.543667441508502, 10.463648367336626, 3.3760746617786537, 4.638828897637592, 10.127176130715414, 2.372388332668417, 6.178683445505876, 8.740881769595523]",sean met u arrived provided helpful information areaparking defer ians june 2015 review nailed many issue rental apt extremely small old run building stacked mattress place warm stuffy ac underpowered peeling paint ceiling oldish bed linen towel wash cloth search toilet paper place smelled floor sticky stove grime burner sense customer service nonexistent husband arrived stayed minute explored bodton returned around 10 pm place hot smelly left dropped key lock box inconvenient across highway homeless guy sleeping nearby dark area requested partial refund sean replied said issue brought accurate accurate high expectation beyond pale like visiting frat room cleaned clutter,"sean met us when we arrived. he provided helpful information about the area/parking. 

i defer to ian's june 2015 review. he nailed many of the issues i had with the rental. the apt is extremely small. it's an old, run down building. stacked up mattresses. the place was very warm and stuffy. the a/c is underpowered. peeling paint on ceiling. oldish bed linens and towels. no wash cloths. had to search for toilet paper. the place smelled. floor was sticky. stove had grime on burner. the sense of customer service was non-existent. 

my husband and i arrived, stayed for a few minutes and explored bodton. returned around 10 pm. the place was hot and smelly. we left. dropped the keys at the lock box inconvenient and across the highway. homeless guy sleeping nearby. dark area. 

i requested a partial refund. sean replied no and said the issues i brought up were not accurate. they are accurate. i do not have very high expectations but it was beyond the pale. like visiting a frat room cleaned of clutter.",-494.7237053,0,0
471,3992208,"[1.1318651221724638, 1.26268969548639, -1.3249765128027395, -1.5705127662940956, -1.6705851068134534, -1.1883413347113465, 1.2863521095030157, 1.129606363385342, -1.163653249923783, 1.1943322513854215, -1.0024967684733956, -1.2612800359085679, -0.9697937585650495, -1.1274120627205129, 1.26268969548639, 1.2458463266281823, -1.163653249923783, -1.4851599701643172, 1.26268969548639, -1.4111665516838015, 1.3214123444369628, -1.240987545423644, -1.2481896124804757, -1.1562735650717213, -1.1283539068261896, 1.1242888157443813, -1.2038089677627108, 1.2458463266281823, -1.5694712187930135, 1.1011807893134122, 1.1849319694115905, 1.26268969548639, -1.5328694832084064]","[6.559657533605745, 7.966144909444112, 6.314184505893446, 6.5124046487552, 6.592447356428736, 4.659718944075487, 8.639099075285582, 1.9963179150927937, 6.553797288600549, 7.069139973825268, 4.581998686235851, 3.7499633921829925, 4.146122734907749, 3.320820966175006, 7.966144909444112, 3.70323567031911, 6.553797288600549, 6.810396090865842, 7.966144909444112, 4.782793397324131, 2.9075340905846785, 4.0287808727800885, 4.556652976855094, 5.589978928313529, 2.35382209131815, 2.660213310384459, 5.594576637562158, 3.70323567031911, 7.428695380629355, 5.666206293701412, 4.366023624400254, 7.966144909444112, 6.626348908104418]",seans place decent considering low price stopping boston night heading early next morning needed place stay night purpose place worked well small pretty run would recommend longer stay unless literally looking place crash ,"sean's place was decent considering the low price. we were stopping over in boston for a night before heading out early next morning so we just needed a place to stay for the night, for that purpose the place worked out well. but it is very small and pretty run down so i would not recommend it for a longer stay unless you literally just are looking for a place to crash. ",-35.76328347,0,0
472,3992208,"[-1.5539806254093507, -1.5047391896797777, -1.5513561795752375, -1.1294849449272533, -2.0211317850083246, -1.5539806254093507, -1.533790941312707, -1.1835477377527222, -1.2004468690860917, -1.2137609110543792, -1.0864892987235413, -1.2063350755617988, 1.0073727409901294, -1.0927708330237513, -1.2312070505916481, -1.1340016662858377, -1.1283539068261896, -1.2070034390161901, -1.223879810312818, -1.1294849449272533, -1.1326660838371636, -1.0927708330237513, -1.3661313531689072, -1.2612796050389004, -1.3277170653845423, 0, -1.1326660838371636, -1.2479538268479735, -1.1340016662858377, -1.2175138465016937, 1.0715667789791763, -1.2612796050389004, -1.3067855775470623, 1.1560759055946215, 1.0143626294672785, -1.1562244461975901, -1.1224175317934026, 1.1656622396991185, 0.9926704729024934, 1.11191575137804, -1.2070034390161901, 1.1016697718190689, -1.2175138465016937, 1.0437634773982931, 1.0715667789791763, 0, -1.2004468690860917, 1.1242888157443813, -1.4378558040305445, -1.628658536614278, 0, -1.2612796050389004, 1.0772770285763273, -1.2175138465016937, -1.2070034390161901]","[16.577793291704932, 6.441874497949361, 6.056929120072374, 7.621570675966559, 8.895032449422782, 16.577793291704932, 6.39291367075366, 3.4456047344603666, 10.02007623276511, 7.354587408475632, 5.1023562016272015, 4.618945201624049, 4.084882682748152, 11.888072139420364, 8.639099075285582, 10.302856191239197, 2.35382209131815, 10.12822398533596, 4.121526948615475, 7.621570675966559, 6.161306384627016, 11.888072139420364, 4.787579731247941, 12.515126777934334, 5.40105333430966, 11.379939099210782, 6.161306384627016, 5.579332439919041, 10.302856191239197, 14.739051216523801, 7.653829439826327, 12.515126777934334, 6.6794587334183655, 5.0395797954830295, 2.5089250328387185, 3.3769104328260497, 5.447693911762771, 6.417094468950874, 3.6256719829624062, 3.5082464348871367, 10.12822398533596, 3.0071938121604176, 14.739051216523801, 4.1602970590800465, 7.653829439826327, 10.974473991102618, 10.02007623276511, 2.660213310384459, 6.609254474745117, 6.931422723268067, 11.379939099210782, 12.515126777934334, 3.524200641622, 14.739051216523801, 10.12822398533596]",disgusting disappointed dirty two matress disgusting uncomfortable bathroom cant explain fridge old food arrive inform sean would like use two bed arrive dont find sheet seconf bed ask sean say go find somewhere give u need service idea airbnb feel like home say better go hostelhotel cant recommend read comment peolple find lot say like ,"disgusting, disappointed, dirty. the two matress were disgusting and uncomfortable. the bathroom i can't explain it. in the fridge was some old food. before we arrive we inform sean that we would like to use the two beds. when we arrive, we dont find sheets for the seconf bed and we ask sean what can we do, and he say we can go to find him somewhere and he can give us all what we need. this is service? the idea of airbnb is ""feel like at home"", but here i can only say ""better go to the hostel/hotel"". i can't recommend it. if you read the comments from other peolple you find that a lot of them say the same like me. ",-385.2002638,0,0
473,3992208,"[1.1682540827819132, -1.0610904699980812, 1.2721912427452897, 1.1702328744251425, -1.4111665516838015, 1.149959672056387, 1.0959623984085969, -0.9960478177042039, 1.0292251887016817, -1.1340016662858377, 1.1855431140989698, 1.2682673677683107, -1.0610904699980812, 1.1252580652040467, 1.2644576991349066, -1.6958095591354023, -1.1960272125849585, -1.240987545423644, 1.056378898029981, -1.1274120627205129, 1.1797868459641925, 1.2814054146292082, -1.8543426507321739, 1.1360643009905433, 1.0841731997225674, 0.9922267597607847, -1.100845383460933, 1.0497017541947085, 0.9781220035948588, -1.2669975864177936, 1.0322259390952881, 1.4826356401953555, 1.1360643009905433, -1.1283539068261896, 1.1242888157443813]","[3.0758153735372797, 4.744776665336834, 1.7860384545144847, 2.660866851785059, 4.782793397324131, 6.600815606099252, 2.724637505676915, 3.9708026552906537, 5.195790208273299, 5.151428095619599, 5.542208652044842, 5.261841901169434, 4.744776665336834, 3.786313048639476, 3.7875729706909858, 5.617887716430605, 6.745210110981146, 4.0287808727800885, 4.469686940030058, 3.320820966175006, 5.454347296253507, 3.2755377912891697, 8.288896645852466, 4.212778427673429, 2.9373617011753343, 4.963206816698456, 4.578100045820194, 3.3757405488453753, 2.9904656493969153, 4.438265602025185, 8.161063274342581, 4.277028305454603, 4.212778427673429, 2.35382209131815, 2.660213310384459]",experience room great everything worked planned easy check process sean communicative throughout room exactly described nothing fancy small studio needed wife staying specifically location close fenway 3 minute walk door stadium awesome location would recommend,"the experience at this room was great, everything worked out as planned.  easy check in process and sean was communicative throughout.  the room was exactly as described, nothing fancy, just a small studio but that is all we needed.  me and my wife were staying here specifically because of the location close to fenway, it is a 3 minutes walk out the door to the stadium, awesome location.  i would recommend.",22.81460778,1,1
474,3992208,"[1.1849319694115905, -1.202253875947186, 1.4504593141698352, 1.1655404796008026, 1.26268969548639, 1.038332585462533, -1.2136092520347461, -1.4799250019288732, -1.223216945351, 1.0809244549795016]","[4.366023624400254, 5.431904110030136, 4.740063265384246, 3.665261625409855, 1.991536227361028, 3.6114057982847485, 5.627366460385149, 7.277295734173986, 3.5824424235880263, 5.759538233493632]",looking basic accommodation right place stayed four honest much appartment,"if you are looking for a very basic accommodation, you are at the right place. we stayed here with four and to be honest this was too much for this appartment.",0.298971043,1,1
475,3992208,"[1.0600787783224532, 1.0959623984085969, -1.2612796050389004, -1.4645885337820268, 1.0722761332943858, 1.2483702642417305, -1.6519771113053678, 1.0494635536342791, -1.2719974648894046, 1.0586810244083555, -1.4213265100348673, 1.0436920413063289, -1.0751220381254112, 1.3214123444369628, -0.9897706639538956, 1.07995960526324, 1.0772770285763273, 1.1112863369016348, 1.0426011815725333, -1.624208905950759, -1.1274120627205129, -1.1573965992240212, 1.0600787783224532, 1.2279439463682977, -1.4206367632687298, -1.5444207273080182, -1.4994144157953107, -1.1317282322593303, 1.086874706884319, 1.1702328744251425, -1.1274120627205129, 1.0841731997225674, 0.9922267597607847]","[4.442731636112964, 2.724637505676915, 4.171708925978112, 6.707110264748875, 4.232379828021328, 2.149992197595681, 4.363329415316563, 4.002805386376828, 7.372605913978311, 4.868936987734788, 3.50805575894033, 5.9418597902875865, 4.242660661950396, 2.9075340905846785, 3.88745738862312, 5.191674976128192, 3.524200641622, 4.168013430272062, 5.4952249220496805, 5.825043405262298, 6.641641932350012, 4.787579731247941, 4.442731636112964, 2.894236574885915, 7.729280857917043, 5.163332998125917, 4.901429457002212, 5.488294887385011, 2.0887563393904984, 2.660866851785059, 6.641641932350012, 2.9373617011753343, 4.963206816698456]",apartment easy find enter meet host though gave specific direction could pick key well parking suggestion lot way reach case needed anything apartment definitely frill think used rental clean everything needed close fenway,"the apartment was easy to find and enter.  we did not meet the host, though he gave very specific directions as to where we could pick up the key, as well as parking suggestions, and lots of ways to reach him in case we needed anything.  the apartment was definitely no frills, i think it is just used as a rental, but it was clean and everything we needed.  very close to fenway.",-31.72100773,0,1
476,3992208,"[1.1360643009905433, 1.1360643009905433, 1.1360643009905433, -1.2004468690860917, 1.6800037161097308, -2.9804666750458653, 1.0600787783224532, 1.1977222307183566, 1.1225970827921299, 0, 0, 0.9922267597607847, -1.301078310238828, 1.0705501647930176, -1.3945938426011657, -1.2281267593153022, -1.1480871330847486, 0.981972304843258, -1.0695295313764035, -1.565056535128778, -1.163653249923783, -1.085904194493073, 1.0762460241699425, 0.9772084615411855, 1.4218114176342391, 1.020295836564547, 1.0705501647930176, 0.9848427417498427, 2.2533606909876363, 1.059931649057209, 1.1016697718190689, 1.04848597157498, 1.1016697718190689, 1.205014786344751, 1.1260131827172246, 2.249961554204378, 1.0841731997225674, 1.0685466146731453, 0.9908318578129219, 1.0657476579738256, -1.1340016662858377, 1.2580843363721284, 1.2112978914922499, -0.9960478177042039, -0.9709453804461411, 1.0947800888572725, -1.259577486122717, 1.059931649057209, 1.1118049521373812]","[6.319167641510144, 6.319167641510144, 6.319167641510144, 5.010038116382555, 7.824591037721368, 9.588179629982728, 2.221365818056482, 2.895372410621639, 4.26965122281856, 10.463648367336626, 10.463648367336626, 4.963206816698456, 5.523435537536917, 6.901265155393993, 7.448113466486456, 7.2368043728192495, 7.457965762929468, 4.374150079957279, 3.298154892275781, 9.077354006216737, 3.2768986443002746, 4.5187514560449795, 4.171338761250583, 4.334162522331271, 9.128647300604287, 7.2368043728192495, 6.901265155393993, 4.329383021596973, 10.463648367336626, 6.638166692552931, 6.014387624320835, 3.63818833108132, 6.014387624320835, 4.511444534181948, 3.0125228331127727, 9.365036078668517, 2.9373617011753343, 7.838979775173468, 3.4711843604275354, 5.935359225684493, 5.151428095619599, 3.7584989884511515, 3.039363761671821, 3.9708026552906537, 4.519275427762495, 5.032549889554772, 3.693317764266162, 6.638166692552931, 5.648217255865339]",location location location cant express stronger apartment perfect see foo fighter fenway everyone around paying 40 50 park even 400 night hotel able take leisurely stroll around block bam back home away home weekend also wicked close kenmore station taking sean super helpful check instruction hope make back soon,"location, location, location.  i can't  express it any stronger.  the apartment is perfect.  was there to see the foo fighters at fenway and while everyone around was paying 40 to 50 to park, or even 400 a night for a hotel, we were able to take a leisurely stroll around the block and bam! back to our home away from home for the weekend.  also wicked close to kenmore station for taking the t. sean was super helpful with check in instructions.  hope to make it back again soon!",113.8809589,1,1
